season,squad,roster_size,starters_count,age_mean,age_mean_starters,pct_under23,pct_gk,pct_df,pct_mf,pct_fw,goals_tot,assists_tot,xg_tot,xga_proxy,team_xg_per90,conversion_sh_to_g,progressions_tot,yellow_cards,red_cards,top5_mean_gpa,bottom5_mean_gpa,gap_top5_bottom5_gpa,age_std
2019-2020,Parma,36,16.0,26.02777777777778,29.071428571428573,0.3333333333333333,0.1388888888888889,0.2777777777777778,0.4722222222222222,0.8611111111111112,53.0,38.0,48.6,,0.11628648907321743,,3110.0,81.0,1.0,11.6,0.0,11.6,5.347822580191526
2019-2020,Roma,35,18.0,25.0,26.375,0.4,0.11428571428571428,0.37142857142857144,0.37142857142857144,0.8857142857142857,73.0,47.0,74.5,,0.1790243772194484,,4233.0,111.0,7.0,13.0,0.0,13.0,5.08168568604599
2019-2020,SPAL,40,19.0,24.775,27.176470588235293,0.375,0.1,0.475,0.4,0.9,27.0,17.0,41.0,,0.09840524827990826,,3157.0,98.0,4.0,5.6,0.0,5.6,5.586097670063349
2019-2020,Sampdoria,37,16.0,24.243243243243242,25.75,0.3783783783783784,0.13513513513513514,0.35135135135135137,0.4594594594594595,0.8648648648648649,48.0,25.0,50.9,,0.12231983124616165,,3340.0,111.0,7.0,9.6,0.0,9.6,4.675024690400668
2019-2020,Sassuolo,40,19.0,23.65,25.41176470588235,0.475,0.1,0.375,0.375,0.9,69.0,49.0,54.3,,0.1302956781400805,,4067.0,99.0,3.0,16.2,0.0,16.2,5.613856483326289
2019-2020,Torino,36,16.0,23.97222222222222,26.625,0.4722222222222222,0.1111111111111111,0.4722222222222222,0.4166666666666667,0.8888888888888888,44.0,29.0,46.199999999999996,,0.11097766034110015,,3265.0,96.0,7.0,10.0,0.0,10.0,5.140795442125448
2019-2020,Udinese,34,16.0,23.735294117647058,26.3125,0.4117647058823529,0.08823529411764706,0.38235294117647056,0.35294117647058826,0.9117647058823529,37.0,26.0,42.5,,0.10209528893634058,,3244.0,77.0,3.0,9.6,0.0,9.6,4.336657164847009
2020-2021,Atalanta,37,17.0,24.37837837837838,27.0625,0.2972972972972973,0.16216216216216217,0.40540540540540543,0.35135135135135137,0.8378378378378378,90.0,65.0,75.8,,0.1817842677467491,,5007.0,67.0,3.0,21.0,0.0,21.0,4.37385763721576
2020-2021,Benevento,34,17.0,26.470588235294116,28.058823529411764,0.2647058823529412,0.11764705882352941,0.35294117647058826,0.5,0.8823529411764706,40.0,26.0,41.0,,0.09825065899832254,,2691.0,95.0,5.0,8.0,0.0,8.0,5.899333779117194
2020-2021,Bologna,44,17.0,23.272727272727273,26.0625,0.5454545454545454,0.11363636363636363,0.4772727272727273,0.3409090909090909,0.8863636363636364,49.0,38.0,57.5,,0.13811048839071258,,3718.0,82.0,4.0,11.6,0.0,11.6,6.0091543976713435
2020-2021,Cagliari,41,17.0,24.609756097560975,25.764705882352942,0.34146341463414637,0.0975609756097561,0.4634146341463415,0.4146341463414634,0.9024390243902439,43.0,30.0,48.099999999999994,,0.11521877994251037,,3034.0,77.0,3.0,9.8,0.0,9.8,4.847050901220699
2020-2021,Crotone,40,17.0,25.1,27.0,0.375,0.1,0.425,0.4,0.9,44.0,27.0,41.0,,0.09849192579741092,,3005.0,89.0,4.0,10.6,0.0,10.6,5.669531704081894
2020-2021,Fiorentina,41,14.0,24.73170731707317,25.928571428571427,0.43902439024390244,0.12195121951219512,0.4146341463414634,0.3170731707317073,0.8780487804878049,44.0,31.0,45.3,,0.10864177791989767,,3335.0,86.0,5.0,10.2,0.0,10.2,5.513730090618792
2020-2021,Genoa,44,21.0,25.613636363636363,27.55,0.36363636363636365,0.11363636363636363,0.4090909090909091,0.4772727272727273,0.8863636363636364,46.0,32.0,39.4,,0.09428092845178272,,2843.0,87.0,2.0,9.4,0.0,9.4,5.3752919189129305
2020-2021,Hellas,44,16.0,23.477272727272727,26.125,0.4772727272727273,0.09090909090909091,0.45454545454545453,0.38636363636363635,0.9090909090909091,38.0,30.0,46.1,,0.11029001302533295,,3563.0,91.0,1.0,9.6,0.0,9.6,4.692837869853088
2020-2021,Inter,34,16.0,25.676470588235293,27.75,0.35294117647058826,0.11764705882352941,0.4117647058823529,0.38235294117647056,0.8823529411764706,84.0,62.0,75.9,,0.18160791194767906,,4168.0,61.0,2.0,19.0,0.0,19.0,5.927443049508729
2020-2021,Juventus,42,18.0,24.142857142857142,27.0,0.5476190476190477,0.11904761904761904,0.38095238095238093,0.47619047619047616,0.8809523809523809,76.0,59.0,77.3,,0.18576769025367157,,4473.0,80.0,6.0,17.2,0.0,17.2,5.706527834884676
2020-2021,Lazio,42,14.0,24.857142857142858,28.833333333333332,0.3333333333333333,0.11904761904761904,0.47619047619047616,0.30952380952380953,0.8809523809523809,59.0,40.0,59.0,,0.14125721582293632,,4150.0,107.0,5.0,14.6,0.0,14.6,5.4215983088934685
2020-2021,Milan,41,17.0,23.073170731707318,24.125,0.5853658536585366,0.12195121951219512,0.36585365853658536,0.3170731707317073,0.8780487804878049,72.0,47.0,72.7,,0.17441953456135206,,3741.0,83.0,4.0,14.8,0.0,14.8,5.00195083893494
2020-2021,Napoli,32,18.0,25.09375,26.88888888888889,0.25,0.125,0.34375,0.375,0.875,83.0,56.0,69.0,,0.16531345667509648,,4286.0,76.0,3.0,17.8,0.0,17.8,4.602659644863132
2020-2021,Parma,51,17.0,24.333333333333332,28.0,0.45098039215686275,0.09803921568627451,0.39215686274509803,0.4117647058823529,0.9019607843137255,39.0,26.0,43.0,,0.10291184682887915,,3232.0,91.0,1.0,7.0,0.0,7.0,5.746883213244086
2020-2021,Roma,41,17.0,24.463414634146343,26.941176470588236,0.43902439024390244,0.14634146341463414,0.34146341463414637,0.4878048780487805,0.8536585365853658,67.0,51.0,66.1,,0.15837814812842765,,4017.0,91.0,3.0,14.2,0.0,14.2,5.766704262295795
2020-2021,Sampdoria,34,18.0,25.529411764705884,27.5625,0.23529411764705882,0.11764705882352941,0.29411764705882354,0.4117647058823529,0.8823529411764706,52.0,37.0,46.60000000000001,,0.11173273657289004,,3311.0,83.0,3.0,10.0,0.0,10.0,4.487256664240022
2020-2021,Sassuolo,38,18.0,23.973684210526315,25.333333333333332,0.5,0.10526315789473684,0.3157894736842105,0.4473684210526316,0.8947368421052632,61.0,36.0,59.39999999999999,,0.14261324227711678,,4249.0,79.0,4.0,12.4,0.0,12.4,5.744500740921412
2020-2021,Spezia,39,18.0,24.71794871794872,24.27777777777778,0.3333333333333333,0.1282051282051282,0.358974358974359,0.3076923076923077,0.8717948717948718,52.0,37.0,48.39999999999999,,0.11625610504683871,,3390.0,100.0,5.0,9.0,0.0,9.0,4.7013364166547476
2020-2021,Torino,40,18.0,24.475,26.5,0.3,0.125,0.3,0.45,0.875,49.0,28.0,50.5,,0.12108053387324506,,2880.0,78.0,4.0,8.8,0.0,8.8,4.877933042717045
2020-2021,Udinese,41,14.0,24.853658536585368,26.785714285714285,0.3170731707317073,0.14634146341463414,0.2926829268292683,0.4634146341463415,0.8536585365853658,40.0,30.0,47.2,,0.11296970986357471,,3474.0,65.0,2.0,9.2,0.0,9.2,5.1456825378649045
2021-2022,Atalanta,43,17.0,23.58139534883721,27.4375,0.4418604651162791,0.13953488372093023,0.37209302325581395,0.5581395348837209,0.8604651162790697,62.0,48.0,63.6,,0.15231100822223997,,4502.0,87.0,2.0,13.6,0.0,13.6,4.792019944605997
2021-2022,Bologna,42,14.0,23.0,26.214285714285715,0.5714285714285714,0.11904761904761904,0.4523809523809524,0.3333333333333333,0.8809523809523809,43.0,34.0,45.60000000000001,,0.10970622042823922,,3080.0,92.0,7.0,9.6,0.0,9.6,5.351088332429526
2021-2022,Cagliari,45,17.0,24.11111111111111,25.41176470588235,0.4444444444444444,0.13333333333333333,0.37777777777777777,0.4222222222222222,0.8666666666666667,34.0,26.0,40.0,,0.09578544061302681,,2640.0,96.0,5.0,7.8,0.0,7.8,5.188370834779635
2021-2022,Empoli,40,18.0,23.5,23.38888888888889,0.4,0.15,0.325,0.375,0.85,47.0,27.0,45.2,,0.10853788687299894,,3600.0,87.0,5.0,8.8,0.0,8.8,4.308607961291276
2021-2022,Fiorentina,37,17.0,24.35135135135135,25.88235294117647,0.35135135135135137,0.10810810810810811,0.2972972972972973,0.2972972972972973,0.8918918918918919,59.0,33.0,61.900000000000006,,0.14881795111526647,,3906.0,89.0,8.0,10.4,0.0,10.4,4.697612964854338
2021-2022,Genoa,46,18.0,25.282608695652176,25.941176470588236,0.41304347826086957,0.10869565217391304,0.3695652173913043,0.45652173913043476,0.8913043478260869,26.0,19.0,37.5,,0.0899544230922999,,2708.0,92.0,3.0,5.6,0.0,5.6,5.3527274189198195
2021-2022,Hellas,41,14.0,23.926829268292682,27.0,0.43902439024390244,0.17073170731707318,0.3902439024390244,0.4146341463414634,0.8292682926829268,63.0,44.0,51.199999999999996,,0.12290294188248471,,3836.0,100.0,7.0,14.6,0.0,14.6,4.95171810537736
2021-2022,Inter,36,14.0,26.22222222222222,27.714285714285715,0.3055555555555556,0.1111111111111111,0.4166666666666667,0.3333333333333333,0.8888888888888888,83.0,57.0,83.69999999999999,,0.20023923444976074,,4328.0,71.0,0.0,18.0,0.0,18.0,6.1230763095084395
2021-2022,Juventus,41,20.0,24.24390243902439,26.55,0.4878048780487805,0.14634146341463414,0.2926829268292683,0.4634146341463415,0.8536585365853658,56.0,37.0,52.8,,0.1263527347177537,,3621.0,77.0,2.0,10.0,0.0,10.0,5.398057464518501
2021-2022,Lazio,33,16.0,26.363636363636363,29.0,0.21212121212121213,0.12121212121212122,0.30303030303030304,0.36363636363636365,0.8787878787878788,74.0,48.0,56.6,,0.13568080119326656,,3831.0,88.0,5.0,18.2,0.0,18.2,5.296332350186907
2021-2022,Milan,36,18.0,24.52777777777778,25.647058823529413,0.4444444444444444,0.19444444444444445,0.3055555555555556,0.3055555555555556,0.8055555555555556,66.0,39.0,60.7,,0.14536987759446515,,3760.0,76.0,3.0,12.4,0.0,12.4,5.659308948783215
2021-2022,Napoli,36,16.0,24.63888888888889,27.4375,0.3611111111111111,0.1111111111111111,0.3888888888888889,0.3055555555555556,0.8888888888888888,74.0,46.0,58.5,,0.14025787202301668,,4150.0,63.0,2.0,13.8,0.0,13.8,4.799718907113372
2021-2022,Roma,37,14.0,22.864864864864863,26.142857142857142,0.4594594594594595,0.10810810810810811,0.4594594594594595,0.43243243243243246,0.8918918918918919,58.0,31.0,66.9,,0.16030778242232224,,3892.0,111.0,8.0,12.6,0.0,12.6,4.466928861472215
2021-2022,Salernitana,50,22.0,25.02,28.473684210526315,0.4,0.12,0.4,0.44,0.88,32.0,19.0,37.2,,0.08928952421591638,,2580.0,94.0,5.0,6.0,0.0,6.0,5.203962383587713
2021-2022,Sampdoria,42,16.0,25.333333333333332,29.866666666666667,0.3333333333333333,0.09523809523809523,0.40476190476190477,0.4523809523809524,0.9047619047619048,42.0,29.0,37.9,,0.09077602725143709,,2829.0,94.0,4.0,10.0,0.0,10.0,5.603425201048001
2021-2022,Sassuolo,40,16.0,24.1,25.333333333333332,0.475,0.125,0.35,0.45,0.875,60.0,39.0,56.0,,0.1341460168747172,,3821.0,92.0,4.0,15.0,0.0,15.0,5.900021729642732
2021-2022,Spezia,31,17.0,22.838709677419356,24.125,0.45161290322580644,0.0967741935483871,0.2903225806451613,0.5483870967741935,0.9032258064516129,38.0,25.0,40.5,,0.09713783178765589,,2502.0,88.0,4.0,7.2,0.0,7.2,3.512803004188615
2021-2022,Torino,40,19.0,24.025,24.444444444444443,0.4,0.1,0.35,0.45,0.9,43.0,27.0,49.8,,0.11937356842273476,,3250.0,89.0,3.0,8.2,0.0,8.2,4.382292457092198
2021-2022,Udinese,44,16.0,23.977272727272727,25.625,0.4090909090909091,0.1590909090909091,0.3181818181818182,0.4090909090909091,0.8409090909090909,58.0,36.0,53.400000000000006,,0.12805073004369605,,3114.0,95.0,6.0,10.8,0.0,10.8,5.638277142283127
2021-2022,Venezia,48,18.0,24.0,25.555555555555557,0.4166666666666667,0.125,0.3125,0.4166666666666667,0.875,34.0,23.0,37.099999999999994,,0.08912080286126087,,2703.0,110.0,9.0,7.4,0.0,7.4,5.202290821093534
2022-2023,Atalanta,37,17.0,23.54054054054054,26.375,0.4594594594594595,0.10810810810810811,0.43243243243243246,0.4594594594594595,0.8918918918918919,64.0,42.0,58.099999999999994,,0.13922837287323267,,3952.0,83.0,3.0,11.6,0.0,11.6,5.273595624506188
2022-2023,Bologna,35,16.0,24.085714285714285,26.625,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.34285714285714286,0.8571428571428571,52.0,41.0,44.8,,0.10739685161015368,,3288.0,84.0,3.0,10.2,0.0,10.2,5.220837371259792
2022-2023,Cremonese,37,18.0,25.16216216216216,25.8125,0.2702702702702703,0.13513513513513514,0.3783783783783784,0.40540540540540543,0.8648648648648649,35.0,18.0,39.1,,0.09373252004368325,,2728.0,81.0,3.0,6.2,0.0,6.2,4.15340231024527
2022-2023,Empoli,43,18.0,23.162790697674417,24.941176470588236,0.5116279069767442,0.13953488372093023,0.27906976744186046,0.4883720930232558,0.8604651162790697,35.0,20.0,40.2,,0.09650316075858206,,2827.0,88.0,7.0,6.4,0.0,6.4,4.5977749927242995
2022-2023,Fiorentina,38,17.0,24.18421052631579,26.235294117647058,0.23684210526315788,0.15789473684210525,0.3157894736842105,0.39473684210526316,0.8421052631578947,51.0,37.0,56.099999999999994,,0.13445713829192296,,4023.0,93.0,3.0,8.2,0.0,8.2,4.501382749465268
2022-2023,Hellas,46,19.0,23.76086956521739,27.333333333333332,0.45652173913043476,0.13043478260869565,0.32608695652173914,0.43478260869565216,0.8695652173913043,29.0,22.0,36.6,,0.08783765766246233,,2617.0,103.0,3.0,5.6,0.0,5.6,4.785091582119966
2022-2023,Inter,33,18.0,25.636363636363637,28.833333333333332,0.36363636363636365,0.15151515151515152,0.3939393939393939,0.30303030303030304,0.8484848484848485,68.0,50.0,69.8,,0.1674396289780905,,3905.0,65.0,3.0,15.2,0.0,15.2,6.397353856371896
2022-2023,Juventus,37,18.0,24.81081081081081,26.705882352941178,0.43243243243243246,0.13513513513513514,0.3783783783783784,0.40540540540540543,0.8648648648648649,56.0,41.0,56.89999999999999,,0.13632733468214245,,3456.0,74.0,6.0,10.2,0.0,10.2,5.237884633650825
2022-2023,Lazio,33,15.0,25.0,28.6,0.3333333333333333,0.12121212121212122,0.3939393939393939,0.30303030303030304,0.8787878787878788,59.0,37.0,51.9,,0.12444716790110301,,3432.0,86.0,2.0,14.8,0.0,14.8,4.968651728587948
2022-2023,Lecce,37,15.0,23.72972972972973,24.214285714285715,0.40540540540540543,0.10810810810810811,0.40540540540540543,0.40540540540540543,0.8918918918918919,31.0,21.0,36.4,,0.0872413517616042,,2965.0,86.0,2.0,6.6,0.0,6.6,3.5796387825887983
2022-2023,Milan,34,18.0,25.352941176470587,26.1875,0.38235294117647056,0.17647058823529413,0.38235294117647056,0.3235294117647059,0.8235294117647058,61.0,49.0,59.9,,0.14347305389221557,,3955.0,90.0,2.0,14.0,0.0,14.0,5.851093412145038
2022-2023,Monza,36,16.0,25.27777777777778,25.933333333333334,0.3055555555555556,0.08333333333333333,0.4444444444444444,0.4166666666666667,0.9166666666666666,46.0,31.0,47.1,,0.11275435563239793,,3420.0,90.0,4.0,9.2,0.0,9.2,4.681947769960161
2022-2023,Napoli,30,16.0,25.566666666666666,25.928571428571427,0.3,0.16666666666666666,0.3,0.26666666666666666,0.8333333333333334,75.0,57.0,65.99999999999999,,0.1579955314395148,,4500.0,47.0,1.0,16.0,0.0,16.0,3.6453402786470344
2022-2023,Roma,43,17.0,22.906976744186046,27.133333333333333,0.5116279069767442,0.11627906976744186,0.3953488372093023,0.3953488372093023,0.8837209302325582,50.0,33.0,59.4,,0.14251059632660676,,3099.0,82.0,4.0,10.4,0.0,10.4,4.960865676608374
2022-2023,Salernitana,41,17.0,25.682926829268293,27.235294117647058,0.3170731707317073,0.17073170731707318,0.4146341463414634,0.4634146341463415,0.8292682926829268,46.0,34.0,37.3,,0.08928666418426512,,2684.0,85.0,4.0,10.6,0.0,10.6,5.349948711858104
2022-2023,Sampdoria,47,17.0,24.74468085106383,27.625,0.3617021276595745,0.1276595744680851,0.40425531914893614,0.425531914893617,0.8723404255319149,23.0,18.0,34.9,,0.08369527565349463,,2710.0,108.0,3.0,5.2,0.0,5.2,5.395118909542552
2022-2023,Sassuolo,35,15.0,24.02857142857143,26.0,0.34285714285714286,0.11428571428571428,0.37142857142857144,0.3142857142857143,0.8857142857142857,46.0,30.0,52.599999999999994,,0.12619961612284067,,3878.0,90.0,6.0,9.8,0.0,9.8,4.925836532632654
2022-2023,Spezia,44,17.0,23.5,25.3125,0.45454545454545453,0.11363636363636363,0.4090909090909091,0.4772727272727273,0.8863636363636364,29.0,18.0,42.6,,0.10210114244627307,,2872.0,103.0,6.0,6.0,0.0,6.0,4.516120994527195
2022-2023,Torino,37,16.0,23.054054054054053,24.8125,0.4864864864864865,0.10810810810810811,0.43243243243243246,0.43243243243243246,0.8918918918918919,41.0,34.0,42.2,,0.10095693779904306,,3329.0,81.0,0.0,9.0,0.0,9.0,3.628176355094066
2022-2023,Udinese,38,15.0,23.894736842105264,25.533333333333335,0.4473684210526316,0.07894736842105263,0.4473684210526316,0.42105263157894735,0.9210526315789473,46.0,41.0,47.7,,0.11426974367164418,,3344.0,88.0,3.0,10.2,0.0,10.2,5.665397453599758
2023-2024,Atalanta,39,18.0,24.307692307692307,25.8125,0.41025641025641024,0.10256410256410256,0.46153846153846156,0.3333333333333333,0.8974358974358975,72.0,57.0,58.900000000000006,,0.14091283659852735,,4202.0,76.0,1.0,16.6,0.0,16.6,5.011323210878204
2023-2024,Bologna,32,16.0,23.84375,24.428571428571427,0.40625,0.125,0.375,0.375,0.875,52.0,32.0,48.800000000000004,,0.11684580185165479,,3554.0,85.0,2.0,10.0,0.0,10.0,4.341171055030228
2023-2024,Cagliari,35,22.0,25.62857142857143,25.833333333333332,0.2857142857142857,0.11428571428571428,0.34285714285714286,0.4857142857142857,0.8857142857142857,41.0,30.0,43.599999999999994,,0.10472936906159921,,2735.0,77.0,4.0,6.6,0.0,6.6,4.994618953173
2023-2024,Empoli,42,19.0,23.904761904761905,25.941176470588236,0.47619047619047616,0.14285714285714285,0.35714285714285715,0.42857142857142855,0.8571428571428571,26.0,19.0,36.9,,0.08827751196172248,,2629.0,88.0,1.0,4.8,0.0,4.8,4.557542790077939
2023-2024,Fiorentina,41,18.0,24.24390243902439,26.166666666666668,0.34146341463414637,0.0975609756097561,0.36585365853658536,0.3902439024390244,0.9024390243902439,60.0,41.0,52.900000000000006,,0.12655502392344498,,3917.0,80.0,0.0,9.4,0.0,9.4,4.586831628721933
2023-2024,Frosinone,41,17.0,24.0,23.88235294117647,0.4634146341463415,0.0975609756097561,0.36585365853658536,0.4634146341463415,0.9024390243902439,44.0,29.0,46.2,,0.11052925383449853,,3197.0,68.0,2.0,8.0,0.0,8.0,4.511097427455985
2023-2024,Genoa,40,16.0,24.95,26.733333333333334,0.325,0.1,0.45,0.375,0.9,43.0,27.0,36.6,,0.0876926763038096,,2608.0,79.0,3.0,8.8,0.0,8.8,4.787537239595409
2023-2024,Hellas,46,18.0,23.47826086956522,24.823529411764707,0.45652173913043476,0.10869565217391304,0.2826086956521739,0.45652173913043476,0.8913043478260869,38.0,29.0,39.0,,0.09337092998510321,,2769.0,88.0,6.0,7.4,0.0,7.4,4.385527361851239
2023-2024,Inter,35,14.0,25.62857142857143,28.5,0.3142857142857143,0.11428571428571428,0.4,0.37142857142857144,0.8857142857142857,87.0,60.0,79.6,,0.19043568409580264,,3943.0,46.0,1.0,16.8,0.0,16.8,5.770542406383091
2023-2024,Juventus,38,14.0,23.973684210526315,26.071428571428573,0.42105263157894735,0.18421052631578946,0.3684210526315789,0.34210526315789475,0.8157894736842105,52.0,37.0,57.00000000000001,,0.1366323975922868,,3633.0,87.0,2.0,10.2,0.0,10.2,4.829452669482431
2023-2024,Lazio,34,18.0,25.352941176470587,27.11111111111111,0.3235294117647059,0.17647058823529413,0.29411764705882354,0.4117647058823529,0.8235294117647058,46.0,30.0,47.2,,0.1130779673649746,,3765.0,101.0,5.0,9.0,0.0,9.0,4.873442893150444
2023-2024,Lecce,38,17.0,23.05263157894737,23.823529411764707,0.5,0.10526315789473684,0.3157894736842105,0.39473684210526316,0.8947368421052632,30.0,23.0,44.2,,0.10605737442678896,,2992.0,89.0,5.0,5.8,0.0,5.8,3.601406395112832
2023-2024,Milan,42,17.0,23.285714285714285,26.0,0.4523809523809524,0.16666666666666666,0.35714285714285715,0.30952380952380953,0.8333333333333334,76.0,56.0,67.8,,0.16274169889318577,,4025.0,82.0,8.0,15.6,0.0,15.6,5.58868942394833
2023-2024,Monza,39,17.0,25.205128205128204,26.875,0.358974358974359,0.1282051282051282,0.358974358974359,0.48717948717948717,0.8717948717948718,38.0,29.0,40.6,,0.0973258043895163,,3207.0,88.0,5.0,7.6,0.0,7.6,5.232386429373197
2023-2024,Napoli,35,16.0,25.142857142857142,26.4375,0.2,0.11428571428571428,0.34285714285714286,0.42857142857142855,0.8857142857142857,54.0,36.0,63.3,,0.1517338731156448,,4305.0,77.0,5.0,13.0,0.0,13.0,3.797389638584233
2023-2024,Roma,37,17.0,24.2972972972973,27.5625,0.3783783783783784,0.10810810810810811,0.43243243243243246,0.35135135135135137,0.8918918918918919,64.0,44.0,52.199999999999996,,0.12535688555647465,,3613.0,95.0,3.0,12.8,0.0,12.8,4.9602019720575505
2023-2024,Salernitana,48,20.0,24.395833333333332,27.176470588235293,0.4166666666666667,0.10416666666666667,0.4791666666666667,0.4166666666666667,0.8958333333333334,32.0,25.0,30.599999999999998,,0.07327976158799425,,2726.0,91.0,3.0,7.0,0.0,7.0,5.715747501731169
2023-2024,Sassuolo,38,16.0,24.157894736842106,25.4375,0.42105263157894735,0.13157894736842105,0.3684210526315789,0.3684210526315789,0.868421052631579,42.0,28.0,40.8,,0.09786258728212781,,3229.0,71.0,4.0,9.0,0.0,9.0,5.217052682436981
2023-2024,Torino,44,14.0,22.954545454545453,26.307692307692307,0.5227272727272727,0.11363636363636363,0.45454545454545453,0.4090909090909091,0.8863636363636364,35.0,29.0,38.3,,0.09184162847703292,,3352.0,75.0,2.0,7.8,0.0,7.8,4.176092228412995
2023-2024,Udinese,43,18.0,23.13953488372093,25.25,0.46511627906976744,0.13953488372093023,0.3953488372093023,0.32558139534883723,0.8604651162790697,36.0,23.0,40.39999999999999,,0.09691864804350142,,2636.0,94.0,5.0,7.8,0.0,7.8,5.152814281207046

