season,squad,winner,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Attendance,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,xGA,xGD,xGD/90,Pts
2019-2020,Torino,0,27.0,27.3,47.4,38.0,418.0,3420.0,38.0,44.8,39.4,30.3,69.6,7.0,8.0,96.0,7.0,843.0,44.8,438.0,144.0,32.9,11.53,3.79,0.08,0.26,18.4,,,,,40
2019-2020,Udinese,0,25.0,26.5,44.7,38.0,418.0,3420.0,38.0,41.6,41.6,33.5,75.2,0.0,0.0,77.0,3.0,709.0,41.6,469.0,141.0,30.1,12.34,3.71,0.08,0.26,18.5,,,,,45
2020-2021,Atalanta,0,30.0,27.3,54.6,38.0,418.0,3420.0,38.0,74.7,69.3,55.5,124.7,6.0,7.0,67.0,3.0,874.0,74.7,614.0,221.0,36.0,16.16,5.82,0.14,0.38,16.6,,,,,78
2020-2021,Benevento,0,29.0,28.7,42.6,38.0,418.0,3420.0,38.0,40.6,35.0,27.6,62.6,5.0,7.0,95.0,5.0,512.0,40.6,411.0,128.0,31.1,10.82,3.37,0.09,0.27,17.7,,,,,33
2020-2021,Bologna,0,37.0,27.2,50.8,38.0,418.0,3420.0,38.0,54.6,51.1,39.0,90.1,3.0,4.0,82.0,4.0,707.0,54.6,495.0,175.0,35.4,13.03,4.61,0.09,0.26,18.5,,,,,41
2020-2021,Cagliari,0,32.0,26.5,44.8,38.0,418.0,3420.0,38.0,47.1,43.4,34.0,77.5,4.0,5.0,77.0,3.0,589.0,47.1,429.0,122.0,28.4,11.29,3.21,0.09,0.32,17.4,,,,,37
2020-2021,Crotone,0,31.0,27.8,46.3,38.0,418.0,3420.0,38.0,40.4,33.4,23.9,57.2,9.0,9.0,89.0,4.0,582.0,40.4,353.0,111.0,31.4,9.29,2.92,0.1,0.32,18.8,,,,,23
2020-2021,Fiorentina,0,30.0,26.6,46.3,38.0,418.0,3420.0,38.0,44.9,40.2,31.6,71.8,6.0,6.0,86.0,5.0,637.0,44.9,366.0,115.0,31.4,9.63,3.03,0.1,0.33,16.9,,,,,40
2020-2021,Genoa,0,34.0,28.3,44.8,38.0,418.0,3420.0,38.0,38.8,35.6,26.4,62.1,4.0,4.0,87.0,2.0,523.0,38.8,338.0,120.0,35.5,8.89,3.16,0.12,0.35,18.0,,,,,42
2020-2021,Hellas Verona,0,32.0,26.2,49.8,38.0,418.0,3420.0,38.0,45.3,43.0,33.5,76.5,3.0,3.0,91.0,1.0,599.0,45.3,400.0,118.0,29.5,10.53,3.11,0.09,0.3,16.2,,,,,45
2020-2021,Inter,1,25.0,27.7,52.5,38.0,418.0,3420.0,38.0,74.2,67.2,52.5,119.8,8.0,9.0,61.0,2.0,766.0,74.2,543.0,194.0,35.7,14.29,5.11,0.14,0.39,16.3,,,,,91
2020-2021,Juventus,0,30.0,27.7,56.9,38.0,418.0,3420.0,38.0,74.4,67.0,55.1,122.1,8.0,10.0,80.0,6.0,949.0,74.4,585.0,206.0,35.2,15.39,5.42,0.12,0.33,16.8,,,,,78
2020-2021,Lazio,0,30.0,29.4,53.0,38.0,418.0,3420.0,38.0,58.2,50.7,39.6,90.2,6.0,10.0,107.0,5.0,785.0,58.2,514.0,175.0,34.0,13.53,4.61,0.1,0.3,17.3,,,,,68
2020-2021,Milan,0,29.0,24.4,51.7,38.0,418.0,3420.0,38.0,70.7,56.0,43.9,99.8,15.0,20.0,83.0,4.0,784.0,70.7,537.0,184.0,34.3,14.13,4.84,0.11,0.31,18.4,,,,,79
2020-2021,Napoli,0,25.0,27.1,55.1,38.0,418.0,3420.0,38.0,67.7,61.4,46.9,108.3,7.0,8.0,76.0,3.0,884.0,67.7,637.0,217.0,34.1,16.76,5.71,0.12,0.35,18.1,,,,,77
2020-2021,Parma,0,42.0,28.0,47.8,38.0,418.0,3420.0,38.0,42.5,38.6,30.5,69.0,5.0,5.0,91.0,1.0,607.0,42.5,392.0,123.0,31.4,10.32,3.24,0.09,0.28,18.1,,,,,20
2020-2021,Roma,0,31.0,26.7,52.2,38.0,418.0,3420.0,38.0,65.3,59.0,48.2,107.2,7.0,8.0,91.0,3.0,863.0,65.3,537.0,191.0,35.6,14.13,5.03,0.11,0.31,16.4,,,,,62
2020-2021,Sampdoria,0,27.0,27.9,45.2,38.0,418.0,3420.0,38.0,45.4,41.1,31.9,73.0,5.0,6.0,83.0,3.0,588.0,45.4,422.0,134.0,31.8,11.11,3.53,0.11,0.35,17.5,,,,,52
2020-2021,Sassuolo,0,28.0,26.5,60.3,38.0,418.0,3420.0,38.0,58.4,47.7,34.0,81.8,13.0,14.0,79.0,4.0,770.0,58.4,516.0,164.0,31.8,13.58,4.32,0.09,0.29,18.7,,,,,62
2020-2021,Spezia,0,35.0,25.2,51.9,38.0,418.0,3420.0,38.0,46.5,42.6,31.1,73.7,4.0,5.0,100.0,5.0,625.0,46.5,382.0,130.0,34.0,10.05,3.42,0.13,0.37,16.8,,,,,39
2020-2021,Torino,0,29.0,26.9,47.3,38.0,418.0,3420.0,38.0,50.0,45.3,32.2,77.5,5.0,6.0,78.0,4.0,617.0,50.0,457.0,144.0,31.5,12.03,3.79,0.1,0.31,17.5,,,,,37
2020-2021,Udinese,0,33.0,27.2,46.3,38.0,418.0,3420.0,38.0,45.7,42.9,30.0,72.9,4.0,4.0,65.0,2.0,672.0,45.7,410.0,125.0,30.5,10.79,3.29,0.09,0.29,18.1,,,,,40
2021-2022,Atalanta,0,32.0,27.5,55.0,38.0,418.0,3420.0,38.0,62.4,58.1,48.5,106.6,5.0,6.0,87.0,2.0,796.0,62.4,598.0,167.0,27.9,15.74,4.39,0.1,0.34,16.5,,,,,59
2021-2022,Bologna,0,36.0,26.6,50.6,38.0,418.0,3420.0,38.0,44.9,41.0,33.6,74.6,4.0,5.0,92.0,7.0,540.0,44.9,434.0,143.0,32.9,11.42,3.76,0.09,0.27,18.1,,,,,46
2021-2022,Cagliari,0,33.0,26.5,44.5,38.0,418.0,3420.0,38.0,39.0,36.4,29.6,66.0,3.0,4.0,96.0,5.0,474.0,39.0,420.0,117.0,27.9,11.05,3.08,0.07,0.26,17.3,,,,,30
2021-2022,Empoli,0,28.0,24.5,47.4,38.0,418.0,3420.0,38.0,44.9,39.3,28.9,68.3,7.0,7.0,87.0,5.0,658.0,44.9,490.0,151.0,30.8,12.89,3.97,0.08,0.26,18.5,,,,,41
2021-2022,Fiorentina,0,28.0,26.4,57.7,38.0,418.0,3420.0,38.0,60.0,50.8,39.2,90.1,9.0,12.0,89.0,8.0,755.0,60.0,501.0,172.0,34.3,13.18,4.53,0.1,0.29,17.2,,,,,62
2021-2022,Genoa,0,40.0,27.0,43.9,38.0,418.0,3420.0,38.0,37.2,31.8,26.3,58.1,6.0,7.0,92.0,3.0,517.0,37.2,397.0,106.0,26.7,10.45,2.79,0.05,0.19,18.8,,,,,28
2021-2022,Hellas Verona,0,31.0,26.8,50.6,38.0,418.0,3420.0,38.0,50.4,44.2,34.1,78.4,7.0,8.0,100.0,7.0,677.0,50.4,455.0,152.0,33.4,11.97,4.0,0.12,0.37,16.9,,,,,53
2021-2022,Inter,0,27.0,28.9,56.5,38.0,418.0,3420.0,38.0,81.6,73.6,57.3,130.9,7.0,11.0,71.0,0.0,782.0,81.6,667.0,239.0,35.8,17.55,6.29,0.11,0.32,15.9,,,,,84
2021-2022,Juventus,0,32.0,27.4,51.5,38.0,418.0,3420.0,38.0,51.4,46.7,36.3,83.0,5.0,6.0,77.0,2.0,701.0,51.4,517.0,166.0,32.1,13.61,4.37,0.1,0.31,17.5,,,,,70
2021-2022,Lazio,0,27.0,29.0,55.4,38.0,418.0,3420.0,38.0,55.3,48.2,38.8,87.0,7.0,9.0,88.0,5.0,788.0,55.3,445.0,185.0,41.6,11.71,4.87,0.15,0.36,17.4,,,,,64
2021-2022,Milan,1,28.0,25.6,54.0,38.0,418.0,3420.0,38.0,59.7,54.1,42.8,96.9,5.0,8.0,76.0,3.0,806.0,59.7,592.0,187.0,31.6,15.58,4.92,0.1,0.33,18.4,,,,,86
2021-2022,Napoli,0,27.0,27.9,58.3,38.0,418.0,3420.0,38.0,57.8,46.6,37.1,83.7,10.0,14.0,63.0,2.0,827.0,57.8,565.0,186.0,32.9,14.87,4.89,0.11,0.34,18.2,,,,,79
2021-2022,Roma,0,29.0,26.4,51.4,38.0,418.0,3420.0,38.0,65.1,58.1,46.3,104.4,7.0,9.0,111.0,8.0,733.0,65.1,592.0,184.0,31.1,15.58,4.84,0.09,0.28,17.3,,,,,63
2021-2022,Salernitana,0,42.0,27.7,41.2,38.0,418.0,3420.0,38.0,36.5,32.9,24.8,57.7,4.0,5.0,94.0,5.0,528.0,36.5,426.0,130.0,30.5,11.21,3.42,0.07,0.22,18.1,,,,,31
2021-2022,Sampdoria,0,34.0,29.0,46.1,38.0,418.0,3420.0,38.0,36.7,33.4,26.2,59.6,2.0,4.0,94.0,4.0,467.0,36.7,386.0,118.0,30.6,10.16,3.11,0.1,0.34,18.1,,,,,36
2021-2022,Sassuolo,0,29.0,26.1,54.9,38.0,418.0,3420.0,38.0,55.7,50.2,39.0,89.2,7.0,7.0,92.0,4.0,815.0,55.7,569.0,204.0,35.9,14.97,5.37,0.09,0.26,18.8,,,,,50
2021-2022,Spezia,0,30.0,24.4,42.7,38.0,418.0,3420.0,38.0,40.1,36.2,27.9,64.1,3.0,5.0,88.0,4.0,511.0,40.1,381.0,127.0,33.3,10.03,3.34,0.09,0.28,18.7,,,,,36
2021-2022,Torino,0,31.0,25.2,53.3,38.0,418.0,3420.0,38.0,48.7,44.1,36.3,80.4,6.0,6.0,89.0,3.0,628.0,48.7,470.0,142.0,30.2,12.37,3.74,0.08,0.26,17.3,,,,,50
2021-2022,Udinese,0,29.0,26.2,42.7,38.0,418.0,3420.0,38.0,51.3,48.2,36.6,84.8,3.0,4.0,95.0,6.0,669.0,51.3,505.0,181.0,35.8,13.29,4.76,0.11,0.3,17.8,,,,,47
2021-2022,Venezia,0,39.0,26.1,42.3,38.0,418.0,3420.0,38.0,36.5,32.4,26.4,58.8,3.0,5.0,110.0,9.0,540.0,36.5,349.0,113.0,32.4,9.18,2.97,0.09,0.27,18.2,,,,,27
2022-2023,Atalanta,0,27.0,26.5,49.9,38.0,418.0,3420.0,38.0,57.7,51.3,42.7,93.9,6.0,8.0,83.0,3.0,687.0,57.7,506.0,168.0,33.2,13.32,4.42,0.11,0.35,16.9,,,,,64
2022-2023,Bologna,0,27.0,26.6,54.7,38.0,418.0,3420.0,38.0,43.8,39.4,31.5,70.9,6.0,6.0,84.0,3.0,564.0,43.8,479.0,150.0,31.3,12.61,3.95,0.1,0.31,19.6,,,,,54
2022-2023,Cremonese,0,33.0,26.0,42.1,38.0,418.0,3420.0,38.0,38.7,33.2,24.3,57.5,5.0,7.0,81.0,3.0,521.0,38.7,458.0,122.0,26.6,12.05,3.21,0.07,0.25,18.5,,,,,27
2022-2023,Empoli,0,32.0,25.3,47.3,38.0,418.0,3420.0,38.0,38.8,37.2,26.8,64.0,2.0,2.0,88.0,7.0,608.0,38.8,447.0,129.0,28.9,11.76,3.39,0.07,0.26,18.3,,,,,43
2022-2023,Fiorentina,0,30.0,26.5,56.1,38.0,418.0,3420.0,38.0,55.0,50.8,40.2,91.0,4.0,6.0,93.0,3.0,789.0,55.0,597.0,171.0,28.6,15.71,4.5,0.08,0.27,17.6,,,,,56
2022-2023,Hellas Verona,0,36.0,26.6,41.2,38.0,418.0,3420.0,38.0,35.8,35.1,28.1,63.2,1.0,1.0,103.0,3.0,503.0,35.8,415.0,116.0,28.0,10.92,3.05,0.07,0.24,18.6,,,,,31
2022-2023,Inter,0,25.0,28.8,55.7,38.0,418.0,3420.0,38.0,68.0,64.5,51.8,116.3,4.0,5.0,65.0,3.0,668.0,68.0,625.0,197.0,31.5,16.45,5.18,0.1,0.32,16.9,,,,,72
2022-2023,Juventus,0,29.0,27.7,49.6,38.0,418.0,3420.0,38.0,55.3,50.4,39.8,90.2,3.0,6.0,74.0,6.0,673.0,55.3,529.0,171.0,32.3,13.92,4.5,0.1,0.31,17.3,,,,,62
2022-2023,Lazio,0,24.0,28.6,52.1,38.0,418.0,3420.0,38.0,51.1,44.9,34.3,79.2,6.0,8.0,87.0,2.0,683.0,51.1,430.0,161.0,37.4,11.32,4.24,0.12,0.33,17.8,,,,,74
2022-2023,Lecce,0,29.0,24.8,41.3,38.0,418.0,3420.0,38.0,36.3,31.6,25.3,56.9,4.0,6.0,86.0,2.0,514.0,36.3,412.0,106.0,25.7,10.84,2.79,0.07,0.25,18.8,,,,,36
2022-2023,Milan,0,30.0,26.0,55.6,38.0,418.0,3420.0,38.0,58.8,55.1,46.0,101.1,5.0,5.0,90.0,2.0,795.0,58.8,546.0,178.0,32.6,14.37,4.68,0.1,0.31,17.7,,,,,70
2022-2023,Monza,0,31.0,26.6,55.2,38.0,418.0,3420.0,38.0,45.9,41.2,33.8,75.0,5.0,6.0,90.0,4.0,708.0,45.9,406.0,139.0,34.2,10.68,3.66,0.1,0.29,17.9,,,,,52
2022-2023,Napoli,1,27.0,26.4,61.8,38.0,418.0,3420.0,38.0,64.7,56.8,46.8,103.6,8.0,10.0,47.0,1.0,907.0,64.7,605.0,212.0,35.0,15.92,5.58,0.11,0.32,17.1,,,,,90
2022-2023,Roma,0,30.0,27.4,48.6,38.0,418.0,3420.0,38.0,57.7,50.2,39.1,89.3,7.0,10.0,83.0,4.0,684.0,57.7,488.0,155.0,31.8,12.84,4.08,0.09,0.28,17.0,,,,,63
2022-2023,Salernitana,0,30.0,27.2,44.9,38.0,418.0,3420.0,38.0,36.7,35.2,26.9,62.0,2.0,2.0,85.0,4.0,519.0,36.7,381.0,115.0,30.2,10.03,3.03,0.12,0.38,18.9,,,,,42
2022-2023,Sampdoria,0,40.0,27.9,46.1,38.0,418.0,3420.0,38.0,34.1,32.5,24.4,56.9,1.0,2.0,108.0,3.0,466.0,34.1,376.0,114.0,30.3,9.89,3.0,0.06,0.19,17.8,,,,,19
2022-2023,Sassuolo,0,31.0,26.1,49.2,38.0,418.0,3420.0,38.0,51.6,43.9,36.1,80.0,9.0,10.0,90.0,6.0,761.0,51.6,477.0,161.0,33.8,12.55,4.24,0.08,0.23,18.0,,,,,45
2022-2023,Spezia,0,34.0,25.7,47.4,38.0,418.0,3420.0,38.0,41.5,38.5,29.3,67.8,4.0,4.0,103.0,6.0,553.0,41.5,419.0,120.0,28.6,11.03,3.16,0.06,0.21,18.3,,,,,31
2022-2023,Torino,0,28.0,25.2,53.2,38.0,418.0,3420.0,38.0,41.8,40.2,35.0,75.2,2.0,2.0,81.0,0.0,684.0,41.8,444.0,146.0,32.9,11.68,3.84,0.09,0.27,16.7,,,,,53
2022-2023,Udinese,0,30.0,26.1,48.0,38.0,418.0,3420.0,38.0,46.9,45.4,37.8,83.2,1.0,2.0,88.0,3.0,646.0,46.9,503.0,145.0,28.8,13.24,3.82,0.09,0.31,18.5,,,,,46
2023-2024,Atalanta,0,29.0,26.3,51.0,38.0,418.0,3420.0,38.0,57.8,53.9,43.9,97.8,5.0,5.0,76.0,1.0,715.0,57.8,539.0,197.0,36.5,14.18,5.18,0.12,0.34,16.0,,,,,69
2023-2024,Bologna,0,28.0,25.2,58.1,38.0,418.0,3420.0,38.0,47.9,44.0,32.1,76.1,4.0,5.0,85.0,2.0,660.0,47.9,472.0,159.0,33.7,12.42,4.18,0.1,0.3,18.0,,,,,68
2023-2024,Cagliari,0,29.0,26.1,42.1,38.0,418.0,3420.0,38.0,42.9,38.4,29.1,67.5,4.0,6.0,77.0,4.0,529.0,42.9,442.0,127.0,28.7,11.63,3.34,0.08,0.29,17.6,,,,,36
2023-2024,Empoli,0,34.0,26.0,44.0,38.0,418.0,3420.0,38.0,36.2,32.4,25.8,58.3,5.0,5.0,88.0,1.0,524.0,36.2,413.0,112.0,27.1,10.87,2.95,0.05,0.19,18.9,,,,,36
2023-2024,Fiorentina,0,30.0,27.0,57.4,38.0,418.0,3420.0,38.0,51.7,45.4,35.3,80.7,4.0,8.0,80.0,0.0,621.0,51.7,515.0,171.0,33.2,13.55,4.5,0.11,0.33,17.5,,,,,60
2023-2024,Frosinone,0,34.0,24.3,49.7,38.0,418.0,3420.0,38.0,45.8,37.9,30.2,68.1,8.0,10.0,68.0,2.0,563.0,45.8,460.0,147.0,32.0,12.11,3.87,0.08,0.24,19.2,,,,,35
2023-2024,Genoa,0,34.0,26.7,44.1,38.0,418.0,3420.0,38.0,35.7,31.0,22.8,53.8,5.0,6.0,79.0,3.0,468.0,35.7,397.0,119.0,30.0,10.45,3.13,0.1,0.32,17.4,,,,,49
2023-2024,Hellas Verona,0,36.0,25.7,44.4,38.0,418.0,3420.0,38.0,38.0,32.4,27.2,59.6,3.0,7.0,88.0,6.0,539.0,38.0,435.0,146.0,33.6,11.45,3.84,0.08,0.24,18.9,,,,,38
2023-2024,Inter,1,27.0,29.1,57.1,38.0,418.0,3420.0,38.0,78.2,67.4,55.6,123.0,13.0,14.0,46.0,1.0,720.0,78.2,580.0,196.0,33.8,15.26,5.16,0.13,0.38,16.8,,,,,94
2023-2024,Juventus,0,31.0,26.5,48.5,38.0,418.0,3420.0,38.0,54.6,50.6,39.6,90.2,3.0,5.0,87.0,2.0,709.0,54.6,531.0,146.0,27.5,13.97,3.84,0.09,0.34,16.9,,,,,71
2023-2024,Lazio,0,22.0,28.2,53.3,38.0,418.0,3420.0,38.0,46.5,43.4,32.9,76.4,4.0,4.0,101.0,5.0,716.0,46.5,436.0,135.0,31.0,11.47,3.55,0.1,0.31,18.0,,,,,61
2023-2024,Lecce,0,26.0,24.9,44.9,38.0,418.0,3420.0,38.0,43.1,39.2,30.6,69.9,3.0,5.0,89.0,5.0,638.0,43.1,503.0,147.0,29.2,13.24,3.87,0.05,0.18,18.8,,,,,38
2023-2024,Milan,0,35.0,26.6,56.9,38.0,418.0,3420.0,38.0,66.2,60.0,46.0,106.0,6.0,8.0,82.0,8.0,899.0,66.2,554.0,202.0,36.5,14.58,5.32,0.13,0.35,16.8,,,,,75
2023-2024,Monza,0,31.0,26.8,53.5,38.0,418.0,3420.0,38.0,39.5,35.9,27.8,63.8,4.0,5.0,88.0,5.0,723.0,39.5,451.0,123.0,27.3,11.87,3.24,0.08,0.28,17.8,,,,,45
2023-2024,Napoli,0,29.0,27.2,60.9,38.0,418.0,3420.0,38.0,61.4,53.3,42.9,96.2,6.0,10.0,77.0,5.0,802.0,61.4,638.0,196.0,30.7,16.79,5.16,0.08,0.24,17.6,,,,,53
2023-2024,Roma,0,30.0,27.7,54.9,38.0,418.0,3420.0,38.0,51.4,42.3,34.4,76.7,11.0,12.0,95.0,3.0,682.0,51.4,464.0,142.0,30.6,12.21,3.74,0.11,0.37,17.9,,,,,63
2023-2024,Salernitana,0,39.0,27.2,44.5,38.0,418.0,3420.0,38.0,30.3,28.7,22.4,51.1,2.0,2.0,91.0,3.0,499.0,30.3,398.0,118.0,29.6,10.47,3.11,0.08,0.25,19.1,,,,,17
2023-2024,Sassuolo,0,30.0,26.4,43.8,38.0,418.0,3420.0,38.0,39.8,33.8,25.9,59.7,7.0,8.0,71.0,4.0,636.0,39.8,453.0,144.0,31.8,11.92,3.79,0.08,0.24,19.2,,,,,30
2023-2024,Torino,0,30.0,26.4,51.6,38.0,418.0,3420.0,38.0,37.7,36.1,30.1,66.2,2.0,2.0,75.0,2.0,710.0,37.7,432.0,121.0,28.0,11.37,3.18,0.08,0.27,17.1,,,,,53
2023-2024,Udinese,0,32.0,25.7,39.3,38.0,418.0,3420.0,38.0,39.1,36.8,28.0,64.9,3.0,4.0,94.0,5.0,602.0,39.1,457.0,134.0,29.3,12.03,3.53,0.07,0.25,18.8,,,,,37
2024-2025,Atalanta,0,32.0,27.1,55.3,38.0,418.0,3420.0,38.0,65.0,59.5,46.9,106.4,5.0,7.0,67.0,1.0,897.0,65.0,538.0,181.0,33.6,14.16,4.76,0.13,0.39,15.0,,,,,74
2024-2025,Bologna,0,30.0,26.4,58.1,38.0,418.0,3420.0,38.0,49.3,43.8,35.2,79.0,6.0,7.0,61.0,4.0,639.0,49.3,505.0,166.0,32.9,13.29,4.37,0.1,0.3,17.5,,,,,62
2024-2025,Cagliari,0,28.0,26.6,44.9,38.0,418.0,3420.0,38.0,42.7,40.3,32.0,72.4,3.0,3.0,68.0,3.0,506.0,42.7,421.0,115.0,27.3,11.08,3.03,0.08,0.3,16.0,,,,,36
2024-2025,Como,0,38.0,26.3,54.6,38.0,418.0,3420.0,38.0,45.4,43.9,36.6,80.5,0.0,2.0,87.0,7.0,658.0,45.4,519.0,176.0,33.9,13.66,4.63,0.08,0.25,17.9,,,,,49
2024-2025,Empoli,0,34.0,25.4,41.7,38.0,418.0,3420.0,38.0,32.5,30.1,22.9,53.1,2.0,3.0,68.0,5.0,428.0,32.5,367.0,107.0,29.2,9.66,2.82,0.08,0.27,19.1,,,,,31
2024-2025,Fiorentina,0,34.0,26.3,51.0,38.0,418.0,3420.0,38.0,48.9,42.6,35.1,77.7,6.0,8.0,82.0,3.0,620.0,48.9,439.0,166.0,37.8,11.55,4.37,0.12,0.31,18.0,,,,,65
2024-2025,Genoa,0,37.0,26.2,45.6,38.0,418.0,3420.0,38.0,37.2,35.5,26.8,62.3,0.0,2.0,71.0,1.0,470.0,37.2,383.0,117.0,30.5,10.08,3.08,0.09,0.3,17.7,,,,,43
2024-2025,Hellas Verona,0,32.0,25.1,38.7,38.0,418.0,3420.0,38.0,33.8,32.3,24.8,57.1,2.0,2.0,98.0,9.0,449.0,33.8,372.0,95.0,25.5,9.79,2.5,0.08,0.31,17.7,,,,,37
2024-2025,Inter,0,26.0,29.4,59.4,38.0,418.0,3420.0,38.0,66.9,60.1,48.3,108.5,8.0,9.0,56.0,1.0,694.0,66.9,565.0,179.0,31.7,14.87,4.71,0.12,0.38,16.3,,,,,81
2024-2025,Juventus,0,29.0,24.6,57.2,38.0,418.0,3420.0,38.0,51.0,46.3,35.9,82.2,6.0,6.0,67.0,3.0,810.0,51.0,509.0,175.0,34.4,13.39,4.61,0.1,0.29,17.3,,,,,70
2024-2025,Lazio,0,27.0,27.1,55.1,38.0,418.0,3420.0,38.0,57.2,52.0,38.5,90.4,6.0,7.0,93.0,7.0,774.0,57.2,528.0,185.0,35.0,13.89,4.87,0.1,0.29,17.7,,,,,65
2024-2025,Lecce,0,31.0,26.1,43.8,38.0,418.0,3420.0,38.0,34.6,31.8,24.5,56.3,3.0,4.0,61.0,7.0,519.0,34.6,450.0,119.0,26.4,11.84,3.13,0.05,0.2,19.3,,,,,34
2024-2025,Milan,0,35.0,25.6,53.9,38.0,418.0,3420.0,38.0,63.7,57.5,46.8,104.4,4.0,8.0,70.0,6.0,915.0,63.7,555.0,185.0,33.3,14.61,4.87,0.1,0.3,17.9,,,,,63
2024-2025,Monza,0,36.0,26.8,48.5,38.0,418.0,3420.0,38.0,29.9,27.7,20.9,48.6,3.0,3.0,90.0,3.0,533.0,29.9,333.0,99.0,29.7,8.76,2.61,0.07,0.24,18.3,,,,,18
2024-2025,Napoli,1,27.0,28.6,54.6,38.0,418.0,3420.0,38.0,52.9,49.1,39.1,88.2,4.0,5.0,47.0,0.0,739.0,52.9,499.0,150.0,30.1,13.13,3.95,0.1,0.35,16.2,,,,,82
2024-2025,Parma,0,32.0,23.8,44.2,38.0,418.0,3420.0,38.0,43.1,37.6,29.3,66.9,6.0,7.0,78.0,6.0,578.0,43.1,418.0,140.0,33.5,11.0,3.68,0.09,0.26,19.3,,,,,36
2024-2025,Roma,0,28.0,26.5,53.9,38.0,418.0,3420.0,38.0,53.0,46.7,35.0,81.7,8.0,8.0,66.0,1.0,691.0,53.0,514.0,162.0,31.5,13.53,4.26,0.09,0.29,17.9,,,,,69
2024-2025,Torino,0,31.0,26.7,47.5,38.0,418.0,3420.0,38.0,34.6,31.6,22.5,54.0,2.0,4.0,80.0,3.0,529.0,34.6,383.0,123.0,32.1,10.08,3.24,0.09,0.28,18.6,,,,,44
2024-2025,Udinese,0,31.0,26.4,47.2,38.0,418.0,3420.0,38.0,38.2,35.0,27.2,62.1,2.0,4.0,88.0,5.0,566.0,38.2,430.0,137.0,31.9,11.32,3.61,0.09,0.28,17.7,,,,,44
2024-2025,Venezia,0,36.0,25.4,45.1,38.0,418.0,3420.0,38.0,35.8,32.0,22.2,54.2,4.0,5.0,75.0,2.0,507.0,35.8,381.0,120.0,31.5,10.03,3.16,0.07,0.23,18.5,,,,,29
